anio,conglome,vivienda,hogar,codperso,p207,p207_label,p208a,p301a,p301a_label,p301a1,p301a1_label,p505r4,p505r4_label,txt505,txt505b,p506r4,p506r4_label,txt506,p507,p507_label,p510,p510_label,txt505_clean,txt505b_clean,txt506_clean,texto_final,texto_concatenado,label_id,predicted_label,true_label,confidence
2023,018904,036,11,01,1,hombre,54,11.0,maestria/doctorado,351016.0,derecho,4110,jefes de empleados administrativos,DIRECTOR DE PREVENCIÓN Y SOLUCIÓN DE CONFLICTOS,DIRIGIR AL PERSONAL CAPACITAR TRABAJADORES EXTERNOS TRAMITES DOCUMENTA,8413,regulación y facilitación de la actividad económica,DIRECCION REGIONAL DE TRABAJO,3.0,empleado,2.0,administración pública,director de prevención y solución de conflictos,dirigir al personal capacitar trabajadores externos trámites documenta,dirección regional de trabajo,director de prevención y solución de conflictos dirigir al personal capacitar trabajadores externos trámites documenta dirección regional de trabajo,"director de prevención y solución de conflictos dirigir al personal capacitar trabajadores externos trámites documenta dirección regional de trabajo , edad: 54 años , educación: maestría o doctorado , desempeño: empleado",158.0,1114,4110,0.848414
2020,018139,058,11,04,1,hombre,25,10.0,superior universitaria completa,,,2651,artistas de artes plásticas,EDITOR DE CONTENIDO PUBLICITARIO DE LA EMPRESA,REDACTAR VALIDAR DE PUBLICIDAD,4663,"venta al por mayor de materiales de construc., artículos de ferretería y equipo y materiales de fontanería y calefacción",VENTA AL POR MAYOR DE MATERIALES DE COSTRUCCION Y FERRETERIA EN LOCAL,3.0,empleado,6.0,empresa o patrono privado,editor de contenido publicitario de la empresa,redactar validar de publicidad,venta al por mayor de materiales de costruccion y ferreteria en local,editor de contenido publicitario de la empresa redactar validar de publicidad venta al por mayor de materiales de costruccion y ferreteria en local,"editor de contenido publicitario de la empresa redactar validar de publicidad venta al por mayor de materiales de costruccion y ferreteria en local , edad: 25 años , educación: superior universitaria completa , desempeño: empleado",87.0,2642,2651,0.48875895
2021,016543,034,11,03,1,hombre,15,5.0,secundaria incompleta,,,9121,lavanderos y planchadores manuales,AYUDANTE EN RESTAURANTE,SERVIR PREPARAR JUGO ATENDER CLIENTE,5610,restaurantes y servicios móviles de alimentación,PREPARACION VENTA DE COMIDA EN RESTAURANTE,5.0,trabajador familiar no remunerado,,<NA>,ayudante en restaurante,servir preparar jugo atender cliente,preparación venta de comida en restaurante,ayudante en restaurante servir preparar jugo atender cliente preparación venta de comida en restaurante,"ayudante en restaurante servir preparar jugo atender cliente preparación venta de comida en restaurante , edad: 15 años , educación: secundaria incompleta , desempeño: trabajador familiar no remunerado",315.0,9412,9121,0.99241817
2024,020104,048,11,01,1,hombre,33,6.0,secundaria completa,,,9212,peones de jardinería y horticultura,PEON AGRICOLA,DESHIERBAR CORTAR MALEZA REGAR CHACRA,0112,cultivo de arroz,CULTIVO DE ARROZ,4.0,obrero,6.0,empresa o patrono privado,peón agricola,deshierbar cortar maleza regar chacra,cultivo de arroz,peón agricola deshierbar cortar maleza regar chacra cultivo de arroz,"peón agricola deshierbar cortar maleza regar chacra cultivo de arroz , edad: 33 años , educación: secundaria completa , desempeño: obrero",320.0,9211,9212,0.999592
2020,005522,072,11,03,1,hombre,35,10.0,superior universitaria completa,,,2141,ingenieros industriales y de producción,INGENIERO DE SEGURIDAD,CAPACITAR DAR CHARLAS DE SEGURIDAD SUPERVISAR PERSONAL,2511,fabricación de productos metálicos para uso estructural,EMPRESA DE FABRICACIÓN DE ESTRUCTURAS METALICAS,3.0,empleado,6.0,empresa o patrono privado,ingeniero de seguridad,capacitar dar charlas de seguridad supervisar personal,empresa de fabricación de estructuras metalicas,ingeniero de seguridad capacitar dar charlas de seguridad supervisar personal empresa de fabricación de estructuras metalicas,"ingeniero de seguridad capacitar dar charlas de seguridad supervisar personal empresa de fabricación de estructuras metalicas , edad: 35 años , educación: superior universitaria completa , desempeño: empleado",33.0,2149,2141,0.84056157
2022,020318,117,11,01,2,mujer,53,5.0,secundaria incompleta,,,7351,tejedores a mano y en telares,CONFECCIONISTA DE BLUSA A CROCHET,CONFECCIONAR VESTIDO A CROCHET,1430,fabricación de prendas de tejidos de punto y ganchillo,CONFECCION DE VESTIDO A CROCHET EN SU VIVIENDA,2.0,trabajador independiente,,<NA>,confeccionista de blusa a crochet,confeccionar vestido a crochet,confección de vestido a crochet en su vivienda,confeccionista de blusa a crochet confeccionar vestido a crochet confección de vestido a crochet en su vivienda,"confeccionista de blusa a crochet confeccionar vestido a crochet confección de vestido a crochet en su vivienda , edad: 53 años , educación: secundaria incompleta , desempeño: trabajador independiente",259.0,7352,7351,0.952355
2024,016535,022,11,01,1,hombre,51,8.0,superior no universitaria completa,531025.0,construccion civil,7111,albañiles y constructores de casas y grandes obras civiles,MAESTRO DE CONSTRUCCION,ORGANIZA CONTRATA PERSONAL TARRAJEAR FACHADA,4100,construcción de edificios,CONSTRUCCION DE VIVIENDA PARTICULAR,1.0,empleador o patrono,,<NA>,maestro de construccion,organiza contrata personal tarrajear fachada,construccion de vivienda particular,maestro de construccion organiza contrata personal tarrajear fachada construccion de vivienda particular,"maestro de construccion organiza contrata personal tarrajear fachada construccion de vivienda particular , edad: 51 años , educación: superior no universitaria completa , desempeño: empleador o patrono",226.0,7119,7111,0.9551534
2024,020617,028,22,02,2,mujer,28,10.0,superior universitaria completa,331036.0,administración de empresas,2359,otros profesionales de la enseñanza,PROFESORA DE EDUCACIÓN FISICA,PREPARAR CLASES ACTIVIDADES ENSEÑAR ALUMNO,8521,enseñanza secundaria de formación general,INSTITUCIÓN EDUCATIVA SECUNDARIA ESTATAL,3.0,empleado,2.0,administración pública,profesora de educación fisica,preparar clases actividades enseñar alumno,institución educativa secundaria estatal,profesora de educación fisica preparar clases actividades enseñar alumno institución educativa secundaria estatal,"profesora de educación fisica preparar clases actividades enseñar alumno institución educativa secundaria estatal , edad: 28 años , educación: superior universitaria completa , desempeño: empleado",66.0,2330,2359,0.9955764
2020,019191,022,11,04,2,mujer,17,5.0,secundaria incompleta,,,9629,otras ocupaciones elementales,REFORZADORA DE CLASES,ENSEÑAR CLASE A ALUMNA,8549,otros tipos de enseñanza n.c.p.,SERVICIO DE ENSEÑANZA DE CLASES EN SU VIVIENDA,2.0,trabajador independiente,,<NA>,reforzadora de clases,enseñar clase a alumna,servicio de enseñanza de clases en su vivienda,reforzadora de clases enseñar clase a alumna servicio de enseñanza de clases en su vivienda,"reforzadora de clases enseñar clase a alumna servicio de enseñanza de clases en su vivienda , edad: 17 años , educación: secundaria incompleta , desempeño: trabajador independiente",356.0,2359,9629,0.9723054
2020,007977,033,11,01,1,hombre,53,6.0,secundaria completa,,,5212,vendedores minoristas en tiendas y establecimientos (excepto kioscos y mercados),DESPACHADOR DE PRODUCTOS,GENERAR GUIAS ORDENES DE CARGA,1010,procesamiento y conservación de carne,FABRICACION DE EMBUTIDOS,3.0,empleado,6.0,empresa o patrono privado,despachador de productos,generar guías ordenes de carga,fabricación de embutidos,despachador de productos generar guías ordenes de carga fabricación de embutidos,"despachador de productos generar guías ordenes de carga fabricación de embutidos , edad: 53 años , educación: secundaria completa , desempeño: empleado",193.0,4321,5212,0.9624653
2022,017214,116,11,02,2,mujer,21,7.0,superior no universitaria incompleta,332125.0,gastronomia y arte culinario,7411,electricistas y afines,AYUDANTE DE TECNICO ELECTRICO,PASAR CABLE CONECTAR INTERRUPTOR,4321,instalación eléctrica,SERVICIO ELÉCTRICO TÉCNICO A DOMICILIO DE CLIENTES,5.0,trabajador familiar no remunerado,,<NA>,ayudante de tecnico electrico,pasar cable conectar interruptor,servicio eléctrico técnico a domicilio de clientes,ayudante de tecnico electrico pasar cable conectar interruptor servicio eléctrico técnico a domicilio de clientes,"ayudante de tecnico electrico pasar cable conectar interruptor servicio eléctrico técnico a domicilio de clientes , edad: 21 años , educación: superior no universitaria incompleta , desempeño: trabajador familiar no remunerado",270.0,9629,7411,0.80421376
2020,015741,252,11,02,2,mujer,33,5.0,secundaria incompleta,,,8112,operadores de instalaciones de procesamiento de minerales y rocas,PALLAQUEADORA,BUSCAR PIEDRAS CON MINERAL,0729,extracción de otros minerales metalíferos no ferrosos,EXTRACCION VENTA DE ORO,2.0,trabajador independiente,,<NA>,pallaqueadora,buscar piedras con mineral,extracción venta de oro,pallaqueadora buscar piedras con mineral extracción venta de oro,"pallaqueadora buscar piedras con mineral extracción venta de oro , edad: 33 años , educación: secundaria incompleta , desempeño: trabajador independiente",285.0,8111,8112,0.6196348
2023,009147,155,11,02,2,mujer,16,5.0,secundaria incompleta,,,9412,ayudantes de cocina,AYUDANTE DE VENDEDORA DE JUANE EN SU VIVIENDA,VENDER ENTREGAR,5610,restaurantes y servicios móviles de alimentación,PREPARACION VENTA DE JUANE EN SU VIVIENDA,5.0,trabajador familiar no remunerado,,<NA>,ayudante de vendedora de juan en su vivienda,vender entregar,preparación venta de juan en su vivienda,ayudante de vendedora de juan en su vivienda vender entregar preparación venta de juan en su vivienda,"ayudante de vendedora de juan en su vivienda vender entregar preparación venta de juan en su vivienda , edad: 16 años , educación: secundaria incompleta , desempeño: trabajador familiar no remunerado",333.0,9629,9412,0.9838125
2024,019182,136,11,04,1,hombre,25,7.0,superior no universitaria incompleta,441095.0,computacion e informatica,7125,instaladores de refrigeración y climatización,AYUDANTE DE TECNICO DE MANTENIMIENTO,HACER MANTENIMIENTO A AIRE ACONDICIONADO,4322,fontanería e instalación de calefacción y aire acondicionado,SERVICIO DE MANTENIMIENTO INSTALACION AIRE ACONDICIONADO EN DOMICILIO,4.0,obrero,6.0,empresa o patrono privado,ayudante de tecnico de mantenimiento,hacer mantenimiento a aire acondicionado,servicio de mantenimiento instalación aire acondicionado en domicilio,ayudante de tecnico de mantenimiento hacer mantenimiento a aire acondicionado servicio de mantenimiento instalación aire acondicionado en domicilio,"ayudante de tecnico de mantenimiento hacer mantenimiento a aire acondicionado servicio de mantenimiento instalación aire acondicionado en domicilio , edad: 25 años , educación: superior no universitaria incompleta , desempeño: obrero",233.0,7411,7125,0.53372085
2020,008978,030,11,02,2,mujer,40,6.0,secundaria completa,,,7351,tejedores a mano y en telares,TEJEDORA DE TITERE DE LANA PARA DEDO A PALITO,PONER PUNTO TEJER,3290,otras industrias manufactureras n.c.p.,TEJIDO DE TITERE DE LANA PARA DEDO A PALITO EN VIVIENDA,2.0,trabajador independiente,,<NA>,tejedora de titere de lana para dedo a palito,poner punto tejer,tejido de titere de lana para dedo a palito en vivienda,tejedora de titere de lana para dedo a palito poner punto tejer tejido de titere de lana para dedo a palito en vivienda,"tejedora de titere de lana para dedo a palito poner punto tejer tejido de titere de lana para dedo a palito en vivienda , edad: 40 años , educación: secundaria completa , desempeño: trabajador independiente",259.0,7399,7351,0.6676422
2022,017407,030,11,02,2,mujer,44,8.0,superior no universitaria completa,441085.0,computacion,3126,supervisores de servicios de tecnología de la información y las  comunicaciones,SUPERVISORA DE PERSONAL,SUPERVISAR PERSONAL,4520,mantenimiento y reparación de vehículos automotores,SERVICIO DE INSTALACION DE GPS A AUTOMOVILES,3.0,empleado,6.0,empresa o patrono privado,supervisora de personal,supervisar personal,servicio de instalación de gps a automoviles,supervisora de personal supervisar personal servicio de instalación de gps a automoviles,"supervisora de personal supervisar personal servicio de instalación de gps a automoviles , edad: 44 años , educación: superior no universitaria completa , desempeño: empleado",102.0,3124,3126,0.94224095
2020,008190,101,12,01,1,hombre,72,6.0,secundaria completa,,,7221,herreros y forjadores,AJUSTADOR DE ESMERILADORA DE METALES,REPARAR MAQUINA DE SOLDADURA  ELECTROMECANICA TALADRO ESMERIL INDUSTRI,3312,reparación y mantenimiento de maquinaria,SERVICIO DE REPARACION DE MAQUINA INDUSTRIALES EN SU VIVIENDA,2.0,trabajador independiente,,<NA>,ajustador de esmeriladora de metales,reparar maquina de soldadura electromecanica taladro esmeril industria,servicio de reparación de maquina industriales en su vivienda,ajustador de esmeriladora de metales reparar maquina de soldadura electromecanica taladro esmeril industria servicio de reparación de maquina industriales en su vivienda,"ajustador de esmeriladora de metales reparar maquina de soldadura electromecanica taladro esmeril industria servicio de reparación de maquina industriales en su vivienda , edad: 72 años , educación: secundaria completa , desempeño: trabajador independiente",241.0,7212,7221,0.61873776
2024,020337,094,11,03,1,hombre,20,9.0,superior universitaria incompleta,714016.0,enfermeria,7231,mecánicos y reparadores de vehículos de motor,AYUDANTE DE MECANICO DE MOTOCICLETA,ENTREGAR HERRAMIENTA Y PIEZA DE MOTOCICLETA AL MECANICO,4540,"venta, mantenimiento y reparación de motocicletas y sus partes y repuestos",SERVICIO DE REPARACION MANTENIMIENTO DE MOTOCICLETA EN TALLER,7.0,otro,6.0,empresa o patrono privado,ayudante de mecanico de motocicleta,entregar herramienta y pieza de motocicleta al mecanico,servicio de reparación mantenimiento de motocicleta en taller,ayudante de mecanico de motocicleta entregar herramienta y pieza de motocicleta al mecanico servicio de reparación mantenimiento de motocicleta en taller,"ayudante de mecanico de motocicleta entregar herramienta y pieza de motocicleta al mecanico servicio de reparación mantenimiento de motocicleta en taller , edad: 20 años , educación: superior universitaria incompleta , desempeño: otro",245.0,9629,7231,0.8979983
2023,019641,054,11,02,2,mujer,66,4.0,primaria completa,,,6310,trabajadores agrícolas de subsistencia,PRODUCTOR AGRICOLA,COSECHAR PAN DE ARBOL MANDARINA,0123,cultivo de frutas cítricas,CULTIVO MANDARINA HIERBA LUISA PLATANO,2.0,trabajador independiente,,<NA>,productor agricola,cosechar pan de árbol mandarina,cultivo mandarina hierba luisa platano,productor agricola cosechar pan de árbol mandarina cultivo mandarina hierba luisa platano,"productor agricola cosechar pan de árbol mandarina cultivo mandarina hierba luisa platano , edad: 66 años , educación: primaria completa , desempeño: trabajador independiente",224.0,6112,6310,0.99885464
2021,017417,080,11,04,2,mujer,38,10.0,superior universitaria completa,341026.0,economia,4211,cajeros de bancos y afines,CAJERA,REGISTRAR PAGOS,6419,otros tipos de intermediación monetaria,CAJA TRUJILLO,3.0,empleado,6.0,empresa o patrono privado,cajera,registrar pagos,caja trujillo,cajera registrar pagos caja trujillo,"cajera registrar pagos caja trujillo , edad: 38 años , educación: superior universitaria completa , desempeño: empleado",162.0,5230,4211,0.9581768
